wilayah,tahun,ipm,kemiskinan,geo_name
Karangasem,2015,64.68,7.44,KARANG ASEM
Karangasem,2016,65.23,6.61,KARANG ASEM
Karangasem,2017,65.57,6.55,KARANG ASEM
Karangasem,2018,66.49,6.28,KARANG ASEM
Karangasem,2019,67.34,6.25,KARANG ASEM
Karangasem,2020,67.35,5.91,KARANG ASEM
Karangasem,2021,67.36,6.78,KARANG ASEM
Karangasem,2022,68.28,6.98,KARANG ASEM
Karangasem,2023,68.91,6.56,KARANG ASEM
Karangasem,2024,69.74,6.52,KARANG ASEM
Karawang,2015,67.66,10.37,KARAWANG
Karawang,2016,68.19,10.07,KARAWANG
Karawang,2017,69.17,10.25,KARAWANG
Karawang,2018,69.89,8.06,KARAWANG
Karawang,2019,70.86,7.39,KARAWANG
Karawang,2020,70.66,8.26,KARAWANG
Karawang,2021,70.94,8.95,KARAWANG
Karawang,2022,71.74,8.44,KARAWANG
Karawang,2023,72.35,7.87,KARAWANG
Karawang,2024,72.9,7.86,KARAWANG
Karimun,2015,69.21,6.6,KARIMUN
Karimun,2016,69.84,6.77,KARIMUN
Karimun,2017,70.26,7.41,KARIMUN
Karimun,2018,70.56,6.9,KARIMUN
Karimun,2019,71.1,6.61,KARIMUN
Karimun,2020,71.44,6.83,KARIMUN
Karimun,2021,71.7,6.85,KARIMUN
Karimun,2022,72.65,6.87,KARIMUN
Karimun,2023,73.51,5.95,KARIMUN
Karimun,2024,74.28,5.78,KARIMUN
Karo,2015,72.69,9.68,KARO
Karo,2016,73.29,9.81,KARO
Karo,2017,73.53,9.97,KARO
Karo,2018,73.91,8.67,KARO
Karo,2019,74.25,8.23,KARO
Karo,2020,74.43,8.7,KARO
Karo,2021,74.83,8.79,KARO
Karo,2022,75.36,8.17,KARO
Karo,2023,75.98,7.98,KARO
Karo,2024,76.55,7.37,KARO
Katingan,2015,66.81,6.53,KATINGAN
Katingan,2016,67.41,6.23,KATINGAN
Katingan,2017,67.56,5.78,KATINGAN
Katingan,2018,67.91,5.22,KATINGAN
Katingan,2019,68.55,5.02,KATINGAN
Katingan,2020,68.68,4.79,KATINGAN
Katingan,2021,68.89,5.25,KATINGAN
Katingan,2022,69.74,5.5,KATINGAN
Katingan,2023,70.28,4.99,KATINGAN
Katingan,2024,70.7,5.26,KATINGAN
Kaur,2015,64.47,22.87,KAUR
Kaur,2016,64.95,22.36,KAUR
Kaur,2017,65.28,21.54,KAUR
Kaur,2018,66.2,19.4,KAUR
Kaur,2019,66.78,18.89,KAUR
Kaur,2020,66.99,18.47,KAUR
Kaur,2021,67.17,18.62,KAUR
Kaur,2022,67.77,18.1,KAUR
Kaur,2023,68.38,17.83,KAUR
Kaur,2024,68.98,17.12,KAUR
Kayong Utara,2015,60.09,9.84,KAYONG UTARA
Kayong Utara,2016,60.87,10.19,KAYONG UTARA
Kayong Utara,2017,61.52,9.89,KAYONG UTARA
Kayong Utara,2018,61.82,10.08,KAYONG UTARA
Kayong Utara,2019,62.66,9.98,KAYONG UTARA
Kayong Utara,2020,62.68,9.56,KAYONG UTARA
Kayong Utara,2021,62.9,9.33,KAYONG UTARA
Kayong Utara,2022,63.81,9.04,KAYONG UTARA
Kayong Utara,2023,64.79,9.13,KAYONG UTARA
Kayong Utara,2024,65.74,8.84,KAYONG UTARA
Kebumen,2015,66.87,20.44,KEBUMEN
Kebumen,2016,67.41,19.86,KEBUMEN
Kebumen,2017,68.29,19.6,KEBUMEN
Kebumen,2018,68.8,17.47,KEBUMEN
Kebumen,2019,69.6,16.82,KEBUMEN
Kebumen,2020,69.81,17.59,KEBUMEN
Kebumen,2021,70.05,17.83,KEBUMEN
Kebumen,2022,70.79,16.41,KEBUMEN
Kebumen,2023,71.37,16.34,KEBUMEN
Kebumen,2024,71.93,15.71,KEBUMEN
Kediri,2015,68.91,12.91,KOTA KEDIRI
Kediri,2016,69.87,12.72,KOTA KEDIRI
Kediri,2017,70.47,12.25,KOTA KEDIRI
Kediri,2018,71.07,11.31,KOTA KEDIRI
Kediri,2019,71.85,10.42,KOTA KEDIRI
Kediri,2020,72.05,11.4,KOTA KEDIRI
Kediri,2021,72.56,11.64,KOTA KEDIRI
Kediri,2022,73.46,10.65,KOTA KEDIRI
Kediri,2023,73.96,10.72,KOTA KEDIRI
Kediri,2024,74.44,9.95,KOTA KEDIRI
Keerom,2015,63.43,15.83,KEEROM
Keerom,2016,64.1,17.15,KEEROM
Keerom,2017,64.99,16.69,KEEROM
Keerom,2018,65.75,16.9,KEEROM
Keerom,2019,66.59,16.83,KEEROM
Keerom,2020,66.4,16.32,KEEROM
Keerom,2021,66.49,16.0,KEEROM
Keerom,2022,67.24,15.77,KEEROM
Keerom,2023,68.08,15.68,KEEROM
Keerom,2024,68.68,15.84,KEEROM
Kendal,2015,69.57,11.62,KENDAL
Kendal,2016,70.11,11.37,KENDAL
Kendal,2017,70.62,11.1,KENDAL
Kendal,2018,71.28,9.84,KENDAL
Kendal,2019,71.97,9.41,KENDAL
Kendal,2020,72.29,9.99,KENDAL
Kendal,2021,72.5,10.24,KENDAL
Kendal,2022,73.19,9.48,KENDAL
Kendal,2023,73.86,9.39,KENDAL
Kendal,2024,74.34,9.35,KENDAL
Kep. Seribu,2015,68.84,,KEPULAUAN SERIBU
Kep. Seribu,2016,69.52,,KEPULAUAN SERIBU
Kep. Seribu,2017,70.11,,KEPULAUAN SERIBU
Kep. Seribu,2018,70.91,,KEPULAUAN SERIBU
Kep. Seribu,2019,71.4,,KEPULAUAN SERIBU
Kep. Seribu,2020,71.63,,KEPULAUAN SERIBU
Kep. Seribu,2021,72.1,,KEPULAUAN SERIBU
Kep. Seribu,2022,72.79,,KEPULAUAN SERIBU
Kep. Seribu,2023,73.39,,KEPULAUAN SERIBU
Kep. Seribu,2024,74.17,,KEPULAUAN SERIBU
Kepahiang,2015,65.45,16.83,KEPAHIANG
Kepahiang,2016,66.35,16.31,KEPAHIANG
Kepahiang,2017,66.6,15.95,KEPAHIANG
Kepahiang,2018,67.14,14.42,KEPAHIANG
Kepahiang,2019,67.67,14.74,KEPAHIANG
Kepahiang,2020,68.17,14.69,KEPAHIANG
Kepahiang,2021,68.62,14.83,KEPAHIANG
Kepahiang,2022,69.09,14.53,KEPAHIANG
Kepahiang,2023,69.6,14.12,KEPAHIANG
Kepahiang,2024,70.27,12.9,KEPAHIANG
Kepulauan Anambas,2015,65.86,6.58,KEPULAUAN ANAMBAS
Kepulauan Anambas,2016,66.3,6.73,KEPULAUAN ANAMBAS
Kepulauan Anambas,2017,67.06,6.87,KEPULAUAN ANAMBAS
Kepulauan Anambas,2018,67.53,6.93,KEPULAUAN ANAMBAS
Kepulauan Anambas,2019,68.48,6.44,KEPULAUAN ANAMBAS
Kepulauan Anambas,2020,68.8,6.56,KEPULAUAN ANAMBAS
Kepulauan Anambas,2021,69.23,7.09,KEPULAUAN ANAMBAS
Kepulauan Anambas,2022,69.61,7.51,KEPULAUAN ANAMBAS
Kepulauan Anambas,2023,70.26,6.95,KEPULAUAN ANAMBAS
Kepulauan Anambas,2024,70.93,6.67,KEPULAUAN ANAMBAS
Kepulauan Aru,2015,60.5,28.64,KEPULAUAN ARU
Kepulauan Aru,2016,61.32,28.71,KEPULAUAN ARU
Kepulauan Aru,2017,62.13,27.13,KEPULAUAN ARU
Kepulauan Aru,2018,63.12,27.12,KEPULAUAN ARU
Kepulauan Aru,2019,63.64,26.73,KEPULAUAN ARU
Kepulauan Aru,2020,63.71,26.26,KEPULAUAN ARU
Kepulauan Aru,2021,63.83,26.53,KEPULAUAN ARU
Kepulauan Aru,2022,64.21,23.51,KEPULAUAN ARU
Kepulauan Aru,2023,65.01,24.21,KEPULAUAN ARU
Kepulauan Aru,2024,65.83,23.39,KEPULAUAN ARU
Kepulauan Mentawai,2015,57.41,15.52,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2016,58.27,15.12,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2017,59.25,14.67,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2018,60.28,14.44,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2019,61.26,14.43,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2020,61.09,14.35,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2021,61.35,14.84,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2022,62.19,13.97,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2023,63.13,13.72,KEPULAUAN MENTAWAI
Kepulauan Mentawai,2024,63.99,13.89,KEPULAUAN MENTAWAI
Kepulauan Meranti,2015,63.25,34.08,KEPULAUAN MERANTI
Kepulauan Meranti,2016,63.9,30.89,KEPULAUAN MERANTI
Kepulauan Meranti,2017,64.7,28.99,KEPULAUAN MERANTI
Kepulauan Meranti,2018,65.23,27.79,KEPULAUAN MERANTI
Kepulauan Meranti,2019,65.93,26.93,KEPULAUAN MERANTI
Kepulauan Meranti,2020,65.5,25.28,KEPULAUAN MERANTI
Kepulauan Meranti,2021,65.7,25.68,KEPULAUAN MERANTI
Kepulauan Meranti,2022,66.52,23.84,KEPULAUAN MERANTI
Kepulauan Meranti,2023,67.28,22.98,KEPULAUAN MERANTI
Kepulauan Meranti,2024,67.92,23.15,KEPULAUAN MERANTI
Kepulauan Sangihe,2015,67.56,12.27,KEPULAUAN SANGIHE
Kepulauan Sangihe,2016,68.52,12.28,KEPULAUAN SANGIHE
Kepulauan Sangihe,2017,69.14,11.8,KEPULAUAN SANGIHE
Kepulauan Sangihe,2018,69.67,11.82,KEPULAUAN SANGIHE
Kepulauan Sangihe,2019,70.53,11.15,KEPULAUAN SANGIHE
Kepulauan Sangihe,2020,70.73,11.14,KEPULAUAN SANGIHE
Kepulauan Sangihe,2021,71.07,11.02,KEPULAUAN SANGIHE
Kepulauan Sangihe,2022,71.63,10.5,KEPULAUAN SANGIHE
Kepulauan Sangihe,2023,72.22,11.01,KEPULAUAN SANGIHE
Kepulauan Sangihe,2024,72.71,10.84,KEPULAUAN SANGIHE
Kepulauan Selayar,2015,64.32,12.94,KEPULAUAN SELAYAR
Kepulauan Selayar,2016,64.95,13.11,KEPULAUAN SELAYAR
Kepulauan Selayar,2017,65.39,13.28,KEPULAUAN SELAYAR
Kepulauan Selayar,2018,66.04,13.13,KEPULAUAN SELAYAR
Kepulauan Selayar,2019,66.91,12.83,KEPULAUAN SELAYAR
Kepulauan Selayar,2020,67.38,12.48,KEPULAUAN SELAYAR
Kepulauan Selayar,2021,67.76,12.45,KEPULAUAN SELAYAR
Kepulauan Selayar,2022,68.35,12.24,KEPULAUAN SELAYAR
Kepulauan Selayar,2023,69.2,12.27,KEPULAUAN SELAYAR
Kepulauan Selayar,2024,70.03,10.79,KEPULAUAN SELAYAR
Kepulauan Seribu,2015,,11.4,KEPULAUAN SERIBU
Kepulauan Seribu,2016,,12.58,KEPULAUAN SERIBU
Kepulauan Seribu,2017,,12.98,KEPULAUAN SERIBU
Kepulauan Seribu,2018,,11.98,KEPULAUAN SERIBU
Kepulauan Seribu,2019,,12.09,KEPULAUAN SERIBU
Kepulauan Seribu,2020,,14.87,KEPULAUAN SERIBU
Kepulauan Seribu,2021,,15.06,KEPULAUAN SERIBU
Kepulauan Seribu,2022,,14.11,KEPULAUAN SERIBU
Kepulauan Seribu,2023,,13.13,KEPULAUAN SERIBU
Kepulauan Seribu,2024,,13.03,KEPULAUAN SERIBU
Kepulauan Sula,2015,60.5,8.85,KEPULAUAN SULA
Kepulauan Sula,2016,61.25,8.63,KEPULAUAN SULA
Kepulauan Sula,2017,62.04,8.59,KEPULAUAN SULA
Kepulauan Sula,2018,62.96,8.89,KEPULAUAN SULA
Kepulauan Sula,2019,63.64,8.98,KEPULAUAN SULA
Kepulauan Sula,2020,63.53,8.35,KEPULAUAN SULA
Kepulauan Sula,2021,63.8,8.23,KEPULAUAN SULA
Kepulauan Sula,2022,64.7,7.64,KEPULAUAN SULA
Kepulauan Sula,2023,65.29,8.17,KEPULAUAN SULA
Kepulauan Sula,2024,65.99,7.96,KEPULAUAN SULA
Kepulauan Talaud,2015,66.92,10.09,KEPULAUAN TALAUD
Kepulauan Talaud,2016,67.58,10.29,KEPULAUAN TALAUD
Kepulauan Talaud,2017,67.74,9.77,KEPULAUAN TALAUD
Kepulauan Talaud,2018,68.32,9.5,KEPULAUAN TALAUD
Kepulauan Talaud,2019,68.97,9.86,KEPULAUAN TALAUD
Kepulauan Talaud,2020,69.4,9.49,KEPULAUAN TALAUD
Kepulauan Talaud,2021,69.83,9.0,KEPULAUAN TALAUD
Kepulauan Talaud,2022,70.43,8.25,KEPULAUAN TALAUD
Kepulauan Talaud,2023,71.14,8.46,KEPULAUAN TALAUD
Kepulauan Talaud,2024,71.77,8.17,KEPULAUAN TALAUD
Kepulauan Yapen,2015,65.28,27.7,KEPULAUAN YAPEN
Kepulauan Yapen,2016,65.55,27.54,KEPULAUAN YAPEN
Kepulauan Yapen,2017,66.07,26.82,KEPULAUAN YAPEN
Kepulauan Yapen,2018,67.0,27.17,KEPULAUAN YAPEN
Kepulauan Yapen,2019,67.76,27.13,KEPULAUAN YAPEN
Kepulauan Yapen,2020,67.66,26.3,KEPULAUAN YAPEN
Kepulauan Yapen,2021,67.72,26.09,KEPULAUAN YAPEN
Kepulauan Yapen,2022,68.41,26.15,KEPULAUAN YAPEN
Kepulauan Yapen,2023,69.11,25.89,KEPULAUAN YAPEN
Kepulauan Yapen,2024,69.65,25.69,KEPULAUAN YAPEN
Kerinci,2015,68.89,8.16,KERINCI
Kerinci,2016,69.68,7.48,KERINCI
Kerinci,2017,70.03,7.45,KERINCI
Kerinci,2018,70.59,7.07,KERINCI
Kerinci,2019,70.95,7.13,KERINCI
Kerinci,2020,71.21,7.3,KERINCI
Kerinci,2021,71.45,7.71,KERINCI
Kerinci,2022,71.99,7.57,KERINCI
Kerinci,2023,72.54,7.54,KERINCI
Kerinci,2024,73.11,6.93,KERINCI
Ketapang,2015,64.03,11.72,KETAPANG
Ketapang,2016,64.74,10.99,KETAPANG
Ketapang,2017,65.71,11.02,KETAPANG
Ketapang,2018,66.41,10.93,KETAPANG
Ketapang,2019,67.16,10.54,KETAPANG
Ketapang,2020,67.17,10.29,KETAPANG
Ketapang,2021,67.43,10.13,KETAPANG
Ketapang,2022,67.92,9.39,KETAPANG
Ketapang,2023,68.68,9.25,KETAPANG
Ketapang,2024,69.42,8.5,KETAPANG
Klaten,2015,73.81,14.89,KLATEN
Klaten,2016,73.97,14.46,KLATEN
Klaten,2017,74.25,14.15,KLATEN
Klaten,2018,74.79,12.96,KLATEN
Klaten,2019,75.29,12.28,KLATEN
Klaten,2020,75.56,12.89,KLATEN
Klaten,2021,76.12,13.49,KLATEN
Klaten,2022,76.95,12.33,KLATEN
Klaten,2023,77.59,12.28,KLATEN
Klaten,2024,78.16,12.04,KLATEN
Klungkung,2015,68.98,6.91,KLUNGKUNG
Klungkung,2016,69.31,6.35,KLUNGKUNG
Klungkung,2017,70.13,6.29,KLUNGKUNG
Klungkung,2018,70.9,5.86,KLUNGKUNG
Klungkung,2019,71.71,5.4,KLUNGKUNG
Klungkung,2020,71.73,4.87,KLUNGKUNG
Klungkung,2021,71.75,5.64,KLUNGKUNG
Klungkung,2022,72.55,6.07,KLUNGKUNG
Klungkung,2023,73.11,5.61,KLUNGKUNG
Klungkung,2024,74.04,5.3,KLUNGKUNG
Kolaka,2015,70.47,14.68,KOLAKA
Kolaka,2016,71.12,15.05,KOLAKA
Kolaka,2017,71.46,13.78,KOLAKA
Kolaka,2018,72.07,12.51,KOLAKA
Kolaka,2019,73.01,11.92,KOLAKA
Kolaka,2020,73.45,11.63,KOLAKA
Kolaka,2021,73.56,12.43,KOLAKA
Kolaka,2022,73.98,11.51,KOLAKA
Kolaka,2023,74.72,11.8,KOLAKA
Kolaka,2024,75.18,11.67,KOLAKA
Kolaka Timur,2015,62.74,15.57,KOLAKA TIMUR
Kolaka Timur,2016,63.6,15.71,KOLAKA TIMUR
Kolaka Timur,2017,64.55,15.64,KOLAKA TIMUR
Kolaka Timur,2018,65.53,13.82,KOLAKA TIMUR
Kolaka Timur,2019,66.49,13.71,KOLAKA TIMUR
Kolaka Timur,2020,67.02,13.47,KOLAKA TIMUR
Kolaka Timur,2021,67.76,14.35,KOLAKA TIMUR
Kolaka Timur,2022,68.73,13.57,KOLAKA TIMUR
Kolaka Timur,2023,69.57,14.04,KOLAKA TIMUR
Kolaka Timur,2024,70.27,13.71,KOLAKA TIMUR
Kolaka Utara,2015,66.9,16.53,KOLAKA UTARA
Kolaka Utara,2016,67.6,17.11,KOLAKA UTARA
Kolaka Utara,2017,67.77,16.24,KOLAKA UTARA
Kolaka Utara,2018,68.44,14.3,KOLAKA UTARA
Kolaka Utara,2019,68.91,13.19,KOLAKA UTARA
Kolaka Utara,2020,69.31,12.96,KOLAKA UTARA
Kolaka Utara,2021,69.5,13.79,KOLAKA UTARA
Kolaka Utara,2022,70.39,13.08,KOLAKA UTARA
Kolaka Utara,2023,71.04,13.57,KOLAKA UTARA
Kolaka Utara,2024,71.7,13.51,KOLAKA UTARA
Konawe,2015,69.56,16.09,KONAWE
Konawe,2016,69.84,16.09,KONAWE
Konawe,2017,70.24,15.65,KONAWE
Konawe,2018,70.72,13.48,KONAWE
Konawe,2019,71.29,12.34,KONAWE
Konawe,2020,71.35,12.2,KONAWE
Konawe,2021,71.48,13.03,KONAWE
Konawe,2022,72.04,12.75,KONAWE
Konawe,2023,72.77,13.02,KONAWE
Konawe,2024,73.39,13.25,KONAWE
Konawe Kepulauan,2015,61.72,16.73,KONAWE KEPULAUAN
Konawe Kepulauan,2016,62.56,17.72,KONAWE KEPULAUAN
Konawe Kepulauan,2017,63.44,18.1,KONAWE KEPULAUAN
Konawe Kepulauan,2018,64.36,17.48,KONAWE KEPULAUAN
Konawe Kepulauan,2019,65.05,17.18,KONAWE KEPULAUAN
Konawe Kepulauan,2020,65.41,17.01,KONAWE KEPULAUAN
Konawe Kepulauan,2021,65.73,17.81,KONAWE KEPULAUAN
Konawe Kepulauan,2022,66.69,16.15,KONAWE KEPULAUAN
Konawe Kepulauan,2023,67.32,15.9,KONAWE KEPULAUAN
Konawe Kepulauan,2024,67.99,15.54,KONAWE KEPULAUAN
Konawe Selatan,2015,66.32,11.58,KONAWE SELATAN
Konawe Selatan,2016,66.97,11.36,KONAWE SELATAN
Konawe Selatan,2017,67.23,11.14,KONAWE SELATAN
Konawe Selatan,2018,67.51,10.95,KONAWE SELATAN
Konawe Selatan,2019,67.88,10.81,KONAWE SELATAN
Konawe Selatan,2020,68.2,10.74,KONAWE SELATAN
Konawe Selatan,2021,68.58,11.34,KONAWE SELATAN
Konawe Selatan,2022,69.36,11.08,KONAWE SELATAN
Konawe Selatan,2023,70.32,11.26,KONAWE SELATAN
Konawe Selatan,2024,71.19,11.2,KONAWE SELATAN
Konawe Utara,2015,66.44,9.97,KONAWE UTARA
Konawe Utara,2016,67.2,9.75,KONAWE UTARA
Konawe Utara,2017,67.71,13.93,KONAWE UTARA
Konawe Utara,2018,68.5,14.22,KONAWE UTARA
Konawe Utara,2019,69.22,13.66,KONAWE UTARA
Konawe Utara,2020,69.86,13.53,KONAWE UTARA
Konawe Utara,2021,70.23,14.32,KONAWE UTARA
Konawe Utara,2022,71.1,13.72,KONAWE UTARA
Konawe Utara,2023,71.71,13.48,KONAWE UTARA
Konawe Utara,2024,72.32,13.17,KONAWE UTARA
Kota Ambon,2015,79.3,4.38,KOTA AMBON
Kota Ambon,2016,79.55,4.64,KOTA AMBON
Kota Ambon,2017,79.82,4.46,KOTA AMBON
Kota Ambon,2018,80.24,4.72,KOTA AMBON
Kota Ambon,2019,80.81,4.57,KOTA AMBON
Kota Ambon,2020,80.84,4.51,KOTA AMBON
Kota Ambon,2021,81.23,5.02,KOTA AMBON
Kota Ambon,2022,81.63,4.68,KOTA AMBON
Kota Ambon,2023,82.06,5.25,KOTA AMBON
Kota Ambon,2024,82.56,5.13,KOTA AMBON
Kota Balikpapan,2015,78.18,2.91,KOTA BALIKPAPAN
Kota Balikpapan,2016,78.57,2.81,KOTA BALIKPAPAN
Kota Balikpapan,2017,79.01,2.82,KOTA BALIKPAPAN
Kota Balikpapan,2018,79.81,2.64,KOTA BALIKPAPAN
Kota Balikpapan,2019,80.11,2.42,KOTA BALIKPAPAN
Kota Balikpapan,2020,80.01,2.57,KOTA BALIKPAPAN
Kota Balikpapan,2021,80.71,2.89,KOTA BALIKPAPAN
Kota Balikpapan,2022,81.13,2.45,KOTA BALIKPAPAN
Kota Balikpapan,2023,81.66,2.31,KOTA BALIKPAPAN
Kota Balikpapan,2024,82.24,2.23,KOTA BALIKPAPAN
Kota Banda Aceh,2015,83.25,7.72,KOTA BANDA ACEH
Kota Banda Aceh,2016,83.73,7.41,KOTA BANDA ACEH
Kota Banda Aceh,2017,83.95,7.44,KOTA BANDA ACEH
Kota Banda Aceh,2018,84.37,7.25,KOTA BANDA ACEH
Kota Banda Aceh,2019,85.07,7.22,KOTA BANDA ACEH
Kota Banda Aceh,2020,85.41,6.9,KOTA BANDA ACEH
Kota Banda Aceh,2021,85.71,7.61,KOTA BANDA ACEH
Kota Banda Aceh,2022,86.28,7.13,KOTA BANDA ACEH
Kota Banda Aceh,2023,86.69,7.04,KOTA BANDA ACEH
Kota Banda Aceh,2024,87.17,6.95,KOTA BANDA ACEH
Kota Bandar Lampung,2015,74.81,10.33,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2016,75.34,10.15,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2017,75.98,9.94,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2018,76.63,9.04,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2019,77.33,8.71,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2020,77.44,8.81,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2021,77.58,9.11,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2022,78.01,8.21,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2023,78.56,7.77,KOTA BANDAR LAMPUNG
Kota Bandar Lampung,2024,79.19,7.37,KOTA BANDAR LAMPUNG
Kota Bandung,2015,79.67,4.61,KOTA BANDUNG
Kota Bandung,2016,80.13,4.32,KOTA BANDUNG
Kota Bandung,2017,80.31,4.17,KOTA BANDUNG
Kota Bandung,2018,81.06,3.57,KOTA BANDUNG
Kota Bandung,2019,81.62,3.38,KOTA BANDUNG
Kota Bandung,2020,81.51,3.99,KOTA BANDUNG
Kota Bandung,2021,81.96,4.37,KOTA BANDUNG
Kota Bandung,2022,82.5,4.25,KOTA BANDUNG
Kota Bandung,2023,83.04,3.96,KOTA BANDUNG
Kota Bandung,2024,83.52,3.87,KOTA BANDUNG
Kota Banjar,2015,69.31,7.41,BANJAR
Kota Banjar,2016,70.09,7.01,BANJAR
Kota Banjar,2017,70.79,7.06,BANJAR
Kota Banjar,2018,71.25,5.7,BANJAR
Kota Banjar,2019,71.75,5.5,BANJAR
Kota Banjar,2020,71.7,6.09,BANJAR
Kota Banjar,2021,71.92,7.11,BANJAR
Kota Banjar,2022,72.55,6.73,BANJAR
Kota Banjar,2023,73.08,6.14,BANJAR
Kota Banjar,2024,73.64,5.85,BANJAR
Kota Banjar Baru,2015,77.56,4.9,KOTA BANJAR BARU
Kota Banjar Baru,2016,77.96,4.62,KOTA BANJAR BARU
Kota Banjar Baru,2017,78.32,4.68,KOTA BANJAR BARU
Kota Banjar Baru,2018,78.83,4.19,KOTA BANJAR BARU
Kota Banjar Baru,2019,79.22,4.3,KOTA BANJAR BARU
Kota Banjar Baru,2020,79.1,4.01,KOTA BANJAR BARU
Kota Banjar Baru,2021,79.26,4.4,KOTA BANJAR BARU
Kota Banjar Baru,2022,79.68,4.17,KOTA BANJAR BARU
Kota Banjar Baru,2023,80.11,3.92,KOTA BANJAR BARU
Kota Banjar Baru,2024,80.51,3.79,KOTA BANJAR BARU
Kota Banjarmasin,2015,75.41,4.44,KOTA BANJARMASIN
Kota Banjarmasin,2016,75.94,4.22,KOTA BANJARMASIN
Kota Banjarmasin,2017,76.46,4.19,KOTA BANJARMASIN
Kota Banjarmasin,2018,76.83,4.18,KOTA BANJARMASIN
Kota Banjarmasin,2019,77.16,4.2,KOTA BANJARMASIN
Kota Banjarmasin,2020,77.1,4.39,KOTA BANJARMASIN
Kota Banjarmasin,2021,77.57,4.89,KOTA BANJARMASIN
Kota Banjarmasin,2022,77.97,4.74,KOTA BANJARMASIN
Kota Banjarmasin,2023,78.5,4.63,KOTA BANJARMASIN
Kota Banjarmasin,2024,79.05,4.58,KOTA BANJARMASIN
Kota Baru,2015,,4.62,KOTA BARU
Kota Baru,2016,,4.56,KOTA BARU
Kota Baru,2017,,4.38,KOTA BARU
Kota Baru,2018,,4.52,KOTA BARU
Kota Baru,2019,,4.49,KOTA BARU
Kota Baru,2020,,4.22,KOTA BARU
Kota Baru,2021,,4.86,KOTA BARU
Kota Baru,2022,,4.3,KOTA BARU
Kota Baru,2023,,4.32,KOTA BARU
Kota Baru,2024,,4.45,KOTA BARU
Kota Batam,2015,79.34,5.08,KOTA BATAM
Kota Batam,2016,79.79,4.68,KOTA BATAM
Kota Batam,2017,80.26,4.81,KOTA BATAM
Kota Batam,2018,80.54,5.11,KOTA BATAM
Kota Batam,2019,81.09,4.85,KOTA BATAM
Kota Batam,2020,81.11,4.75,KOTA BATAM
Kota Batam,2021,81.12,5.05,KOTA BATAM
Kota Batam,2022,81.67,5.19,KOTA BATAM
Kota Batam,2023,82.11,5.02,KOTA BATAM
Kota Batam,2024,82.86,4.85,KOTA BATAM
Kota Batu,2015,72.62,4.71,KOTA BATU
Kota Batu,2016,73.57,4.48,KOTA BATU
Kota Batu,2017,74.26,4.31,KOTA BATU
Kota Batu,2018,75.04,3.89,KOTA BATU
Kota Batu,2019,75.88,3.81,KOTA BATU
Kota Batu,2020,75.9,3.89,KOTA BATU
Kota Batu,2021,76.28,4.09,KOTA BATU
Kota Batu,2022,77.22,3.79,KOTA BATU
Kota Batu,2023,78.18,3.31,KOTA BATU
Kota Batu,2024,78.79,3.06,KOTA BATU
Kota Baubau,2015,73.59,9.24,KOTA BAUBAU
Kota Baubau,2016,73.99,8.81,KOTA BAUBAU
Kota Baubau,2017,74.14,8.39,KOTA BAUBAU
Kota Baubau,2018,74.67,7.57,KOTA BAUBAU
Kota Baubau,2019,75.21,7.27,KOTA BAUBAU
Kota Baubau,2020,75.9,7.15,KOTA BAUBAU
Kota Baubau,2021,76.26,7.78,KOTA BAUBAU
Kota Baubau,2022,76.67,7.31,KOTA BAUBAU
Kota Baubau,2023,77.52,7.53,KOTA BAUBAU
Kota Baubau,2024,78.13,7.4,KOTA BAUBAU
Kota Bekasi,2015,79.63,5.46,KOTA BEKASI
Kota Bekasi,2016,79.95,5.06,KOTA BEKASI
Kota Bekasi,2017,80.3,4.79,KOTA BEKASI
Kota Bekasi,2018,81.04,4.11,KOTA BEKASI
Kota Bekasi,2019,81.59,3.81,KOTA BEKASI
Kota Bekasi,2020,81.5,4.38,KOTA BEKASI
Kota Bekasi,2021,81.95,4.74,KOTA BEKASI
Kota Bekasi,2022,82.46,4.43,KOTA BEKASI
Kota Bekasi,2023,83.03,4.1,KOTA BEKASI
Kota Bekasi,2024,83.54,4.01,KOTA BEKASI
Kota Bengkulu,2015,77.16,21.14,KOTA BENGKULU
Kota Bengkulu,2016,77.94,20.72,KOTA BENGKULU
Kota Bengkulu,2017,78.82,19.18,KOTA BENGKULU
Kota Bengkulu,2018,79.67,18.82,KOTA BENGKULU
Kota Bengkulu,2019,80.35,18.09,KOTA BENGKULU
Kota Bengkulu,2020,80.36,17.65,KOTA BENGKULU
