wilayah,tahun,ipm,kemiskinan,geo_name
Aceh Tengah,2016,72.04,16.64,ACEH TENGAH
Aceh Tengah,2017,72.19,16.84,ACEH TENGAH
Aceh Tengah,2018,72.64,15.58,ACEH TENGAH
Aceh Tengah,2019,73.14,15.5,ACEH TENGAH
Aceh Tengah,2020,73.24,15.08,ACEH TENGAH
Aceh Tengah,2021,73.37,15.26,ACEH TENGAH
Aceh Tengah,2022,73.95,14.5,ACEH TENGAH
Aceh Tengah,2023,74.6,14.38,ACEH TENGAH
Aceh Tengah,2024,75.41,14.27,ACEH TENGAH
Aceh Tenggara,2015,66.77,14.91,ACEH TENGGARA
Aceh Tenggara,2016,67.48,14.46,ACEH TENGGARA
Aceh Tenggara,2017,68.09,14.86,ACEH TENGGARA
Aceh Tenggara,2018,68.67,14.29,ACEH TENGGARA
Aceh Tenggara,2019,69.36,13.43,ACEH TENGGARA
Aceh Tenggara,2020,69.37,13.21,ACEH TENGGARA
Aceh Tenggara,2021,69.44,13.41,ACEH TENGGARA
Aceh Tenggara,2022,70.32,12.83,ACEH TENGGARA
Aceh Tenggara,2023,71.05,12.45,ACEH TENGGARA
Aceh Tenggara,2024,71.7,11.99,ACEH TENGGARA
Aceh Timur,2015,64.55,15.85,ACEH TIMUR
Aceh Timur,2016,65.42,15.06,ACEH TIMUR
Aceh Timur,2017,66.32,15.25,ACEH TIMUR
Aceh Timur,2018,66.82,14.49,ACEH TIMUR
Aceh Timur,2019,67.39,14.47,ACEH TIMUR
Aceh Timur,2020,67.63,14.08,ACEH TIMUR
Aceh Timur,2021,67.83,14.45,ACEH TIMUR
Aceh Timur,2022,68.72,13.91,ACEH TIMUR
Aceh Timur,2023,69.32,13.39,ACEH TIMUR
Aceh Timur,2024,69.87,13.26,ACEH TIMUR
Aceh Utara,2015,66.85,19.2,ACEH UTARA
Aceh Utara,2016,67.19,19.46,ACEH UTARA
Aceh Utara,2017,67.67,19.78,ACEH UTARA
Aceh Utara,2018,68.36,18.27,ACEH UTARA
Aceh Utara,2019,69.22,17.39,ACEH UTARA
Aceh Utara,2020,69.33,17.02,ACEH UTARA
Aceh Utara,2021,69.46,17.43,ACEH UTARA
Aceh Utara,2022,70.22,16.86,ACEH UTARA
Aceh Utara,2023,70.87,16.64,ACEH UTARA
Aceh Utara,2024,71.7,16.11,ACEH UTARA
Agam,2015,69.84,7.58,AGAM
Agam,2016,70.36,7.83,AGAM
Agam,2017,71.1,7.59,AGAM
Agam,2018,71.7,6.76,AGAM
Agam,2019,72.37,6.75,AGAM
Agam,2020,72.46,6.75,AGAM
Agam,2021,72.57,6.85,AGAM
Agam,2022,73.29,6.22,AGAM
Agam,2023,73.98,6.6,AGAM
Agam,2024,74.66,6.83,AGAM
Alor,2015,58.5,22.92,ALOR
Alor,2016,58.99,22.35,ALOR
Alor,2017,59.61,21.67,ALOR
Alor,2018,60.14,21.63,ALOR
Alor,2019,61.03,21.59,ALOR
Alor,2020,61.33,21.09,ALOR
Alor,2021,61.37,21.09,ALOR
Alor,2022,62.26,20.25,ALOR
Alor,2023,62.99,19.97,ALOR
Alor,2024,63.82,19.87,ALOR
Asahan,2015,68.4,12.09,ASAHAN
Asahan,2016,68.71,11.86,ASAHAN
Asahan,2017,69.1,11.67,ASAHAN
Asahan,2018,69.49,10.25,ASAHAN
Asahan,2019,69.92,9.68,ASAHAN
Asahan,2020,70.29,9.04,ASAHAN
Asahan,2021,70.49,9.35,ASAHAN
Asahan,2022,71.13,8.64,ASAHAN
Asahan,2023,71.56,8.21,ASAHAN
Asahan,2024,72.09,8.12,ASAHAN
Asmat,2015,46.62,28.48,ASMAT
Asmat,2015,,28.48,ASMAT
Asmat,2016,47.31,27.79,ASMAT
Asmat,2016,,27.79,ASMAT
Asmat,2017,48.49,27.16,ASMAT
Asmat,2017,,27.16,ASMAT
Asmat,2018,49.37,27.41,ASMAT
Asmat,2018,,27.41,ASMAT
Asmat,2019,50.37,26.6,ASMAT
Asmat,2019,,26.6,ASMAT
Asmat,2020,50.55,25.49,ASMAT
Asmat,2020,,25.49,ASMAT
Asmat,2021,51.29,24.83,ASMAT
Asmat,2021,,24.83,ASMAT
Asmat,2022,52.22,24.87,ASMAT
Asmat,2022,52.22,24.87,ASMAT
Asmat,2023,53.19,24.36,ASMAT
Asmat,2023,53.19,24.36,ASMAT
Asmat,2024,,24.5,ASMAT
Asmat,2024,53.92,24.5,ASMAT
BENGKULU,2015,68.59,17.88,KOTA BENGKULU
BENGKULU,2016,69.33,17.32,KOTA BENGKULU
BENGKULU,2017,69.95,16.45,KOTA BENGKULU
BENGKULU,2018,70.64,15.43,KOTA BENGKULU
BENGKULU,2019,71.21,15.23,KOTA BENGKULU
BENGKULU,2020,71.4,15.03,KOTA BENGKULU
BENGKULU,2021,71.64,15.22,KOTA BENGKULU
BENGKULU,2022,72.16,14.62,KOTA BENGKULU
BENGKULU,2023,72.78,14.04,KOTA BENGKULU
BENGKULU,2024,73.39,13.56,KOTA BENGKULU
Badung,2015,78.86,2.33,BADUNG
Badung,2016,79.8,2.06,BADUNG
Badung,2017,80.54,2.06,BADUNG
Badung,2018,80.87,1.98,BADUNG
Badung,2019,81.59,1.78,BADUNG
Badung,2020,81.6,2.02,BADUNG
Badung,2021,81.83,2.62,BADUNG
Badung,2022,82.13,2.53,BADUNG
Badung,2023,83.08,2.3,BADUNG
Badung,2024,83.87,2.23,BADUNG
Balangan,2015,65.34,5.87,BALANGAN
Balangan,2016,66.25,5.67,BALANGAN
Balangan,2017,67.25,5.68,BALANGAN
Balangan,2018,67.88,5.59,BALANGAN
Balangan,2019,68.39,5.55,BALANGAN
Balangan,2020,68.82,5.32,BALANGAN
Balangan,2021,69.11,6.07,BALANGAN
Balangan,2022,69.73,5.83,BALANGAN
Balangan,2023,70.49,5.22,BALANGAN
Balangan,2024,71.34,4.87,BALANGAN
Bandung,2015,70.05,8.0,KOTA BANDUNG
Bandung,2016,70.69,7.61,KOTA BANDUNG
Bandung,2017,71.02,7.36,KOTA BANDUNG
Bandung,2018,71.75,6.65,KOTA BANDUNG
Bandung,2019,72.41,5.94,KOTA BANDUNG
Bandung,2020,72.39,6.91,KOTA BANDUNG
Bandung,2021,72.73,7.15,KOTA BANDUNG
Bandung,2022,73.16,6.8,KOTA BANDUNG
Bandung,2023,73.74,6.4,KOTA BANDUNG
Bandung,2024,74.27,6.19,KOTA BANDUNG
Bandung Barat,2015,65.23,12.67,BANDUNG BARAT
Bandung Barat,2016,65.81,11.71,BANDUNG BARAT
Bandung Barat,2017,66.63,11.49,BANDUNG BARAT
Bandung Barat,2018,67.46,10.06,BANDUNG BARAT
Bandung Barat,2019,68.27,9.38,BANDUNG BARAT
Bandung Barat,2020,68.08,10.49,BANDUNG BARAT
Bandung Barat,2021,68.29,11.3,BANDUNG BARAT
Bandung Barat,2022,69.04,10.82,BANDUNG BARAT
Bandung Barat,2023,69.61,10.52,BANDUNG BARAT
Bandung Barat,2024,70.03,10.49,BANDUNG BARAT
Banggai,2015,67.44,9.84,BANGGAI
Banggai,2016,68.17,9.47,BANGGAI
Banggai,2017,69.0,9.2,BANGGAI
Banggai,2018,69.85,9.12,BANGGAI
Banggai,2019,70.36,7.8,BANGGAI
Banggai,2020,70.52,7.39,BANGGAI
Banggai,2021,70.6,7.83,BANGGAI
Banggai,2022,71.08,7.33,BANGGAI
Banggai,2023,71.7,6.94,BANGGAI
Banggai,2024,72.32,6.56,BANGGAI
Banggai Kepulauan,2015,62.97,16.08,BANGGAI KEPULAUAN
Banggai Kepulauan,2016,63.45,16.18,BANGGAI KEPULAUAN
Banggai Kepulauan,2017,64.07,15.92,BANGGAI KEPULAUAN
Banggai Kepulauan,2018,64.68,15.65,BANGGAI KEPULAUAN
Banggai Kepulauan,2019,65.13,14.84,BANGGAI KEPULAUAN
Banggai Kepulauan,2020,65.42,14.04,BANGGAI KEPULAUAN
Banggai Kepulauan,2021,65.61,13.72,BANGGAI KEPULAUAN
Banggai Kepulauan,2022,66.08,13.44,BANGGAI KEPULAUAN
Banggai Kepulauan,2023,66.82,12.9,BANGGAI KEPULAUAN
Banggai Kepulauan,2024,67.43,12.32,BANGGAI KEPULAUAN
Banggai Laut,2015,62.9,17.68,BANGGAI LAUT
Banggai Laut,2016,63.49,16.6,BANGGAI LAUT
Banggai Laut,2017,64.08,16.17,BANGGAI LAUT
Banggai Laut,2018,64.8,16.32,BANGGAI LAUT
Banggai Laut,2019,65.27,15.34,BANGGAI LAUT
Banggai Laut,2020,65.43,14.6,BANGGAI LAUT
Banggai Laut,2021,65.65,14.17,BANGGAI LAUT
Banggai Laut,2022,66.22,13.17,BANGGAI LAUT
Banggai Laut,2023,66.93,14.15,BANGGAI LAUT
Banggai Laut,2024,67.43,13.78,BANGGAI LAUT
Bangka,2015,70.03,5.63,BANGKA
Bangka,2016,70.43,5.52,BANGKA
Bangka,2017,71.09,5.1,BANGKA
Bangka,2018,71.8,5.47,BANGKA
Bangka,2019,72.39,4.92,BANGKA
Bangka,2020,72.4,4.51,BANGKA
Bangka,2021,72.46,4.81,BANGKA
Bangka,2022,72.95,4.26,BANGKA
Bangka,2023,73.66,4.32,BANGKA
Bangka,2024,73.98,4.24,BANGKA
Bangka Barat,2015,67.23,3.08,BANGKA BARAT
Bangka Barat,2016,67.6,2.74,BANGKA BARAT
Bangka Barat,2017,67.94,2.98,BANGKA BARAT
Bangka Barat,2018,68.68,3.05,BANGKA BARAT
Bangka Barat,2019,69.05,2.67,BANGKA BARAT
Bangka Barat,2020,69.08,2.7,BANGKA BARAT
Bangka Barat,2021,69.6,2.75,BANGKA BARAT
Bangka Barat,2022,70.12,2.46,BANGKA BARAT
Bangka Barat,2023,70.45,2.71,BANGKA BARAT
Bangka Barat,2024,70.67,2.59,BANGKA BARAT
Bangka Selatan,2015,63.89,3.74,BANGKA SELATAN
Bangka Selatan,2016,64.57,3.62,BANGKA SELATAN
Bangka Selatan,2017,65.02,3.92,BANGKA SELATAN
Bangka Selatan,2018,65.98,3.7,BANGKA SELATAN
Bangka Selatan,2019,66.54,3.36,BANGKA SELATAN
Bangka Selatan,2020,66.9,3.52,BANGKA SELATAN
Bangka Selatan,2021,67.06,3.69,BANGKA SELATAN
Bangka Selatan,2022,67.95,3.22,BANGKA SELATAN
Bangka Selatan,2023,68.51,3.11,BANGKA SELATAN
Bangka Selatan,2024,68.86,3.74,BANGKA SELATAN
Bangka Tengah,2015,68.66,5.67,BANGKA TENGAH
Bangka Tengah,2016,68.76,5.64,BANGKA TENGAH
Bangka Tengah,2017,68.99,6.07,BANGKA TENGAH
Bangka Tengah,2018,69.52,5.81,BANGKA TENGAH
Bangka Tengah,2019,70.33,5.02,BANGKA TENGAH
Bangka Tengah,2020,70.45,4.85,BANGKA TENGAH
Bangka Tengah,2021,70.89,5.13,BANGKA TENGAH
Bangka Tengah,2022,71.4,4.86,BANGKA TENGAH
Bangka Tengah,2023,71.71,5.29,BANGKA TENGAH
Bangka Tengah,2024,71.9,5.94,BANGKA TENGAH
Bangkalan,2015,61.49,22.57,BANGKALAN
Bangkalan,2016,62.06,21.41,BANGKALAN
Bangkalan,2017,62.3,21.32,BANGKALAN
Bangkalan,2018,62.87,19.59,BANGKALAN
Bangkalan,2019,63.79,18.9,BANGKALAN
Bangkalan,2020,64.11,20.56,BANGKALAN
Bangkalan,2021,64.36,21.57,BANGKALAN
Bangkalan,2022,65.05,19.44,BANGKALAN
Bangkalan,2023,65.75,19.35,BANGKALAN
Bangkalan,2024,66.27,18.66,BANGKALAN
Bangli,2015,66.24,5.73,BANGLI
Bangli,2016,67.03,5.22,BANGLI
Bangli,2017,68.24,5.23,BANGLI
Bangli,2018,68.96,4.89,BANGLI
Bangli,2019,69.35,4.44,BANGLI
Bangli,2020,69.36,4.19,BANGLI
Bangli,2021,69.37,5.09,BANGLI
Bangli,2022,70.26,5.28,BANGLI
Bangli,2023,70.79,5.28,BANGLI
Bangli,2024,71.34,5.06,BANGLI
Banjar,2015,66.39,3.26,BANJAR
Banjar,2016,66.87,3.1,BANJAR
Banjar,2017,67.77,2.96,BANJAR
Banjar,2018,68.32,2.7,BANJAR
Banjar,2019,68.94,2.72,BANJAR
Banjar,2020,69.18,2.55,BANJAR
Banjar,2021,69.89,3.04,BANJAR
Banjar,2022,70.72,2.79,BANJAR
Banjar,2023,71.46,2.44,BANJAR
Banjar,2024,71.87,2.36,BANJAR
Banjarnegara,2015,64.73,18.37,BANJARNEGARA
Banjarnegara,2016,65.52,17.46,BANJARNEGARA
Banjarnegara,2017,65.86,17.21,BANJARNEGARA
Banjarnegara,2018,66.54,15.46,BANJARNEGARA
Banjarnegara,2019,67.34,14.76,BANJARNEGARA
Banjarnegara,2020,67.45,15.64,BANJARNEGARA
Banjarnegara,2021,67.86,16.23,BANJARNEGARA
Banjarnegara,2022,68.61,15.2,BANJARNEGARA
Banjarnegara,2023,69.14,14.9,BANJARNEGARA
Banjarnegara,2024,69.6,14.71,BANJARNEGARA
Bantaeng,2015,66.2,9.53,BANTAENG
Bantaeng,2016,66.59,9.51,BANTAENG
Bantaeng,2017,67.27,9.66,BANTAENG
Bantaeng,2018,67.76,9.23,BANTAENG
Bantaeng,2019,68.3,9.03,BANTAENG
Bantaeng,2020,68.73,8.95,BANTAENG
Bantaeng,2021,68.99,9.41,BANTAENG
Bantaeng,2022,69.69,9.07,BANTAENG
Bantaeng,2023,70.57,9.18,BANTAENG
Bantaeng,2024,71.48,8.26,BANTAENG
Bantul,2015,77.99,16.33,BANTUL
Bantul,2016,78.42,14.55,BANTUL
Bantul,2017,78.67,14.07,BANTUL
Bantul,2018,79.45,13.43,BANTUL
Bantul,2019,80.01,12.92,BANTUL
Bantul,2020,80.01,13.5,BANTUL
Bantul,2021,80.28,14.04,BANTUL
Bantul,2022,80.69,12.27,BANTUL
Bantul,2023,81.39,11.96,BANTUL
Bantul,2024,81.74,11.66,BANTUL
Banyu Asin,2015,64.15,12.45,BANYU ASIN
Banyu Asin,2016,65.01,11.72,BANYU ASIN
Banyu Asin,2017,65.85,11.47,BANYU ASIN
Banyu Asin,2018,66.4,11.32,BANYU ASIN
Banyu Asin,2019,66.9,11.33,BANYU ASIN
Banyu Asin,2020,66.74,11.17,BANYU ASIN
Banyu Asin,2021,67.13,10.75,BANYU ASIN
Banyu Asin,2022,67.93,10.0,BANYU ASIN
Banyu Asin,2023,68.65,9.58,BANYU ASIN
Banyu Asin,2024,69.51,9.31,BANYU ASIN
Banyumas,2015,69.89,17.52,BANYUMAS
Banyumas,2016,70.49,17.23,BANYUMAS
Banyumas,2017,70.75,17.05,BANYUMAS
Banyumas,2018,71.3,13.5,BANYUMAS
Banyumas,2019,71.96,12.53,BANYUMAS
Banyumas,2020,71.98,13.26,BANYUMAS
Banyumas,2021,72.44,13.66,BANYUMAS
Banyumas,2022,73.17,12.84,BANYUMAS
Banyumas,2023,73.86,12.53,BANYUMAS
Banyumas,2024,74.52,11.95,BANYUMAS
Banyuwangi,2015,68.08,9.17,BANYUWANGI
Banyuwangi,2016,69.0,8.79,BANYUWANGI
Banyuwangi,2017,69.64,8.64,BANYUWANGI
Banyuwangi,2018,70.06,7.8,BANYUWANGI
Banyuwangi,2019,70.6,7.52,BANYUWANGI
Banyuwangi,2020,70.62,8.06,BANYUWANGI
Banyuwangi,2021,71.38,8.07,BANYUWANGI
Banyuwangi,2022,71.94,7.51,BANYUWANGI
Banyuwangi,2023,72.61,7.34,BANYUWANGI
Banyuwangi,2024,73.11,6.54,BANYUWANGI
Barito Kuala,2015,63.53,5.37,BARITO KUALA
Barito Kuala,2016,64.33,5.22,BARITO KUALA
Barito Kuala,2017,64.93,5.13,BARITO KUALA
Barito Kuala,2018,65.91,4.56,BARITO KUALA
Barito Kuala,2019,66.24,4.63,BARITO KUALA
Barito Kuala,2020,66.22,4.51,BARITO KUALA
Barito Kuala,2021,66.64,5.11,BARITO KUALA
Barito Kuala,2022,67.37,4.75,BARITO KUALA
Barito Kuala,2023,68.11,4.6,BARITO KUALA
Barito Kuala,2024,68.84,4.36,BARITO KUALA
Barito Selatan,2015,68.27,5.07,BARITO SELATAN
Barito Selatan,2016,69.0,4.58,BARITO SELATAN
Barito Selatan,2017,69.25,4.44,BARITO SELATAN
Barito Selatan,2018,69.73,4.55,BARITO SELATAN
Barito Selatan,2019,70.1,4.39,BARITO SELATAN
Barito Selatan,2020,70.22,4.45,BARITO SELATAN
Barito Selatan,2021,70.54,4.62,BARITO SELATAN
Barito Selatan,2022,71.01,4.88,BARITO SELATAN
Barito Selatan,2023,71.65,4.72,BARITO SELATAN
Barito Selatan,2024,72.36,4.83,BARITO SELATAN
Barito Timur,2015,69.71,8.41,BARITO TIMUR
Barito Timur,2016,70.33,7.64,BARITO TIMUR
Barito Timur,2017,70.57,7.17,BARITO TIMUR
Barito Timur,2018,70.82,6.56,BARITO TIMUR
Barito Timur,2019,71.34,6.32,BARITO TIMUR
Barito Timur,2020,71.39,6.09,BARITO TIMUR
Barito Timur,2021,71.47,6.38,BARITO TIMUR
Barito Timur,2022,72.07,6.59,BARITO TIMUR
Barito Timur,2023,72.7,6.63,BARITO TIMUR
Barito Timur,2024,73.26,6.66,BARITO TIMUR
Barito Utara,2015,67.38,5.93,BARITO UTARA
Barito Utara,2016,68.28,5.38,BARITO UTARA
Barito Utara,2017,69.07,5.21,BARITO UTARA
Barito Utara,2018,69.72,5.0,BARITO UTARA
Barito Utara,2019,70.52,4.95,BARITO UTARA
Barito Utara,2020,70.59,5.17,BARITO UTARA
Barito Utara,2021,70.79,5.61,BARITO UTARA
Barito Utara,2022,71.21,5.8,BARITO UTARA
Barito Utara,2023,71.84,5.35,BARITO UTARA
Barito Utara,2024,72.31,5.67,BARITO UTARA
Barru,2015,68.64,9.42,BARRU
Barru,2016,69.07,9.45,BARRU
Barru,2017,69.56,9.71,BARRU
Barru,2018,70.05,9.04,BARRU
Barru,2019,70.6,8.57,BARRU
Barru,2020,71.0,8.26,BARRU
Barru,2021,71.13,8.68,BARRU
Barru,2022,71.53,8.4,BARRU
Barru,2023,72.36,8.46,BARRU
Barru,2024,73.06,8.31,BARRU
Batang,2015,65.46,11.27,BATANG
Batang,2016,66.38,11.04,BATANG
Batang,2017,67.35,10.8,BATANG
Batang,2018,67.86,8.69,BATANG
Batang,2019,68.42,8.35,BATANG
Batang,2020,68.65,9.13,BATANG
Batang,2021,68.92,9.68,BATANG
Batang,2022,69.45,8.98,BATANG
Batang,2023,70.2,8.92,BATANG
Batang,2024,70.74,8.73,BATANG
Batang Hari,2015,68.05,10.69,BATANG HARI
Batang Hari,2016,68.7,10.79,BATANG HARI
Batang Hari,2017,68.92,10.33,BATANG HARI
Batang Hari,2018,69.33,10.23,BATANG HARI
Batang Hari,2019,69.67,9.75,BATANG HARI
Batang Hari,2020,69.84,9.65,BATANG HARI
Batang Hari,2021,70.11,10.05,BATANG HARI
Batang Hari,2022,70.51,9.63,BATANG HARI
Batang Hari,2023,71.02,9.45,BATANG HARI
Batang Hari,2024,71.67,8.63,BATANG HARI
Batu Bara,2015,66.02,12.61,BATU BARA
Batu Bara,2016,66.69,12.24,BATU BARA
Batu Bara,2017,67.2,12.48,BATU BARA
Batu Bara,2018,67.67,12.57,BATU BARA
Batu Bara,2019,68.35,12.14,BATU BARA
Batu Bara,2020,68.36,11.88,BATU BARA
Batu Bara,2021,68.58,12.38,BATU BARA
Batu Bara,2022,69.51,11.53,BATU BARA
Batu Bara,2023,70.31,11.38,BATU BARA
Batu Bara,2024,70.83,10.94,BATU BARA
Bekasi,2015,71.19,5.27,KOTA BEKASI
Bekasi,2016,71.83,4.92,KOTA BEKASI
Bekasi,2017,72.63,4.73,KOTA BEKASI
Bekasi,2018,73.49,4.37,KOTA BEKASI
Bekasi,2019,73.99,4.01,KOTA BEKASI
Bekasi,2020,74.07,4.82,KOTA BEKASI
Bekasi,2021,74.45,5.21,KOTA BEKASI
Bekasi,2022,75.22,5.01,KOTA BEKASI
Bekasi,2023,75.76,4.93,KOTA BEKASI
Bekasi,2024,76.44,4.8,KOTA BEKASI
Belitung,2015,70.29,8.38,BELITUNG
Belitung,2016,70.81,7.85,BELITUNG
Belitung,2017,70.93,7.77,BELITUNG
Belitung,2018,71.7,7.56,BELITUNG
Belitung,2019,72.46,6.29,BELITUNG
Belitung,2020,72.51,6.27,BELITUNG
Belitung,2021,72.57,7.15,BELITUNG
Belitung,2022,73.38,6.45,BELITUNG
Belitung,2023,74.02,6.46,BELITUNG
Belitung,2024,74.47,6.11,BELITUNG
Belitung Timur,2015,68.83,7.33,BELITUNG TIMUR
Belitung Timur,2016,69.3,6.99,BELITUNG TIMUR
Belitung Timur,2017,69.57,6.81,BELITUNG TIMUR
Belitung Timur,2018,70.22,7.06,BELITUNG TIMUR
Belitung Timur,2019,70.84,6.6,BELITUNG TIMUR
Belitung Timur,2020,70.92,6.52,BELITUNG TIMUR
Belitung Timur,2021,71.42,7.2,BELITUNG TIMUR
Belitung Timur,2022,72.29,6.49,BELITUNG TIMUR
Belitung Timur,2023,72.86,6.73,BELITUNG TIMUR
Belitung Timur,2024,73.19,6.36,BELITUNG TIMUR
Belu,2015,60.54,16.81,BELU
Belu,2016,61.04,15.82,BELU
Belu,2017,61.44,15.95,BELU
Belu,2018,61.86,15.7,BELU
Belu,2019,62.54,15.54,BELU
Belu,2020,62.68,15.37,BELU
Belu,2021,62.77,15.68,BELU
Belu,2022,63.22,14.84,BELU
Belu,2023,63.83,14.3,BELU
Belu,2024,64.43,13.86,BELU
Bener Meriah,2015,70.62,21.55,BENER MERIAH
Bener Meriah,2016,71.42,21.43,BENER MERIAH
Bener Meriah,2017,71.89,21.14,BENER MERIAH
Bener Meriah,2018,72.14,20.13,BENER MERIAH
Bener Meriah,2019,72.97,19.3,BENER MERIAH
Bener Meriah,2020,72.98,18.89,BENER MERIAH
Bener Meriah,2021,73.27,19.16,BENER MERIAH
Bener Meriah,2022,73.9,18.39,BENER MERIAH
Bener Meriah,2023,74.49,18.31,BENER MERIAH
Bener Meriah,2024,75.01,18.18,BENER MERIAH
Bengkalis,2015,71.29,7.38,BENGKALIS
Bengkalis,2016,71.98,6.82,BENGKALIS
Bengkalis,2017,72.27,6.85,BENGKALIS
Bengkalis,2018,72.94,6.22,BENGKALIS
Bengkalis,2019,73.44,6.27,BENGKALIS
Bengkalis,2020,73.46,6.4,BENGKALIS
Bengkalis,2021,73.58,6.64,BENGKALIS
Bengkalis,2022,74.38,6.32,BENGKALIS
Bengkalis,2023,74.97,6.31,BENGKALIS
Bengkalis,2024,75.28,6.36,BENGKALIS
Bengkayang,2015,64.65,6.94,BENGKAYANG
Bengkayang,2016,65.45,7.46,BENGKAYANG
Bengkayang,2017,65.99,7.51,BENGKAYANG
Bengkayang,2018,66.85,7.17,BENGKAYANG
Bengkayang,2019,67.57,6.96,BENGKAYANG
Bengkayang,2020,67.87,6.62,BENGKAYANG
Bengkayang,2021,68.04,6.48,BENGKAYANG
Bengkayang,2022,68.74,6.03,BENGKAYANG
Bengkayang,2023,69.53,6.28,BENGKAYANG
Bengkayang,2024,70.3,6.0,BENGKAYANG
Bengkulu Selatan,2015,68.57,22.76,BENGKULU SELATAN
Bengkulu Selatan,2016,68.71,22.1,BENGKULU SELATAN
Bengkulu Selatan,2017,69.04,21.06,BENGKULU SELATAN
Bengkulu Selatan,2018,69.85,18.65,BENGKULU SELATAN
Bengkulu Selatan,2019,70.27,18.54,BENGKULU SELATAN
Bengkulu Selatan,2020,70.63,17.82,BENGKULU SELATAN
Bengkulu Selatan,2021,70.75,18.16,BENGKULU SELATAN
Bengkulu Selatan,2022,71.42,17.86,BENGKULU SELATAN
Bengkulu Selatan,2023,71.91,17.51,BENGKULU SELATAN
Bengkulu Selatan,2024,72.35,17.1,BENGKULU SELATAN
Bengkulu Tengah,2015,64.68,8.33,BENGKULU TENGAH
Bengkulu Tengah,2016,65.44,8.71,BENGKULU TENGAH
Bengkulu Tengah,2017,65.8,8.41,BENGKULU TENGAH
Bengkulu Tengah,2018,66.65,8.2,BENGKULU TENGAH
Bengkulu Tengah,2019,67.3,8.8,BENGKULU TENGAH
Bengkulu Tengah,2020,67.61,9.3,BENGKULU TENGAH
Bengkulu Tengah,2021,67.96,9.68,BENGKULU TENGAH
Bengkulu Tengah,2022,68.47,9.76,BENGKULU TENGAH
Bengkulu Tengah,2023,68.99,9.4,BENGKULU TENGAH
Bengkulu Tengah,2024,69.84,10.14,BENGKULU TENGAH
Bengkulu Utara,2015,67.46,14.78,BENGKULU UTARA
Bengkulu Utara,2016,67.63,13.67,BENGKULU UTARA
Bengkulu Utara,2017,67.8,13.11,BENGKULU UTARA
Bengkulu Utara,2018,68.36,11.81,BENGKULU UTARA
Bengkulu Utara,2019,68.8,11.65,BENGKULU UTARA
Bengkulu Utara,2020,68.82,11.67,BENGKULU UTARA
Bengkulu Utara,2021,69.28,11.61,BENGKULU UTARA
Bengkulu Utara,2022,69.77,11.48,BENGKULU UTARA
Bengkulu Utara,2023,70.28,11.29,BENGKULU UTARA
Bengkulu Utara,2024,71.11,10.96,BENGKULU UTARA
Berau,2015,72.72,5.33,BERAU
Berau,2016,73.05,5.37,BERAU
Berau,2017,73.56,5.41,BERAU
Berau,2018,74.01,5.04,BERAU
Berau,2019,74.88,5.04,BERAU
Berau,2020,74.71,5.19,BERAU
Berau,2021,75.2,5.88,BERAU
Berau,2022,75.74,5.65,BERAU
Berau,2023,76.21,5.54,BERAU
Berau,2024,76.66,5.08,BERAU
Biak Numfor,2015,70.85,27.23,BIAK NUMFOR
Biak Numfor,2016,71.13,26.99,BIAK NUMFOR
Biak Numfor,2017,71.56,25.44,BIAK NUMFOR
Biak Numfor,2018,71.96,25.72,BIAK NUMFOR
Biak Numfor,2019,72.57,25.5,BIAK NUMFOR
Biak Numfor,2020,72.19,24.57,BIAK NUMFOR
Biak Numfor,2021,72.33,24.45,BIAK NUMFOR
Biak Numfor,2022,72.85,24.48,BIAK NUMFOR
Biak Numfor,2023,73.46,23.53,BIAK NUMFOR
Biak Numfor,2024,73.98,23.46,BIAK NUMFOR
Bima,2015,63.48,15.78,KOTA BIMA
Bima,2016,64.15,15.31,KOTA BIMA
Bima,2017,65.01,15.1,KOTA BIMA
Bima,2018,65.62,14.84,KOTA BIMA
Bima,2019,66.37,14.76,KOTA BIMA
Bima,2020,66.3,14.49,KOTA BIMA
Bima,2021,66.66,14.88,KOTA BIMA
Bima,2022,67.57,14.5,KOTA BIMA
Bima,2023,68.28,14.39,KOTA BIMA
Bima,2024,68.94,13.88,KOTA BIMA
Bintan,2015,71.92,6.07,BINTAN
Bintan,2016,72.38,6.43,BINTAN
Bintan,2017,72.91,6.01,BINTAN
Bintan,2018,73.41,6.61,BINTAN
Bintan,2019,73.98,6.37,BINTAN
Bintan,2020,74.13,6.36,BINTAN
Bintan,2021,74.57,6.42,BINTAN
Bintan,2022,74.99,6.44,BINTAN
Bintan,2023,75.7,5.9,BINTAN
Bintan,2024,76.18,5.44,BINTAN
Bireuen,2015,69.77,16.94,BIREUEN
Bireuen,2016,70.21,15.95,BIREUEN
Bireuen,2017,71.11,15.87,BIREUEN
Bireuen,2018,71.37,14.31,BIREUEN
Bireuen,2019,72.27,13.56,BIREUEN
Bireuen,2020,72.28,13.06,BIREUEN
Bireuen,2021,72.33,13.25,BIREUEN
Bireuen,2022,73.16,12.51,BIREUEN
Bireuen,2023,73.63,12.12,BIREUEN
Bireuen,2024,74.45,12.1,BIREUEN
Blitar,2015,68.13,9.97,KOTA BLITAR
Blitar,2016,68.88,9.88,KOTA BLITAR
Blitar,2017,69.33,9.8,KOTA BLITAR
Blitar,2018,69.93,9.72,KOTA BLITAR
